Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","170","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","114.95","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","170","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","9.85","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","585.26","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","25121.83","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","89.42","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","9.02","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","6820.6","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","115301.39","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","201.45","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","73.85","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","7.45","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","137500","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","14026.26","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","788.77","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","116.83","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","10.01","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","72831.72","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","3761.36","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","9.71","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","0.98","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","56650","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","12069.92","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","6021.3","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","34.71","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","3.5","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","192","Cuba","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","16400","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","192","Cuba","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","409855","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","192","Cuba","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","128.71","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","192","Cuba","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","11.03","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","208","Danemark","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","165100","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","208","Danemark","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","35578.04","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","208","Danemark","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","64575.71","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","208","Danemark","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","63.03","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","208","Danemark","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","7.52","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","262","Djibouti","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","3445.08","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","262","Djibouti","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","11.65","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","262","Djibouti","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","1.18","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","212","Dominique","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","364.98","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","212","Dominique","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","3565.89","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","212","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","155.76","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","212","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","11.51","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","818","Égypte","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1339067.51","E","Valeur estimée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","818","Égypte","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","19675.01","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","818","Égypte","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","664.49","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","818","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","46.07","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","818","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","4.72","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","222","El Salvador","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","151718.82","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","222","El Salvador","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","12271.53","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","222","El Salvador","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","2205.8","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","222","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","86.1","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","222","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","7.38","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","784","Émirats arabes unis","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","51155.61","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","784","Émirats arabes unis","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","474939.04","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","784","Émirats arabes unis","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","62207.36","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","784","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","103.12","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","784","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","10.4","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","218","Équateur","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","331001.13","E","Valeur estimée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","218","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","80.7","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","218","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","5.96","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","724","Espagne","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1401410","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","724","Espagne","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","86789.45","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","724","Espagne","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","150265.59","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","724","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","96.29","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","724","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","11.49","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","233","Estonie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","22258","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","233","Estonie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","17171.96","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","233","Estonie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","7108.66","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","233","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","55.65","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","233","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","5.61","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","748","Eswatini","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","6023.84","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","748","Eswatini","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","2177.18","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","748","Eswatini","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","88.15","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","748","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","23.37","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","748","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","2.36","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","840","États-Unis d'Amérique","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","20490251","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","840","États-Unis d'Amérique","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","66140.69","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","840","États-Unis d'Amérique","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","3546798.77","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","840","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","205.19","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","840","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","17.71","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","231","Éthiopie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","67803.19","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","231","Éthiopie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","451.2","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","231","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","1.98","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","231","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","0.2","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","643","Fédération de Russie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","4576733","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","643","Fédération de Russie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","217053.02","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","643","Fédération de Russie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","178337.78","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","643","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","102.8","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","643","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","10.36","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","242","Fidji","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","25368","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","242","Fidji","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","3146.93","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","242","Fidji","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","239","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","242","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","81.23","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","242","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","8.19","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","246","Finlande","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","136890","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","246","Finlande","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","4342.45","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","246","Finlande","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","10544.53","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","246","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","63.15","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","246","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","7.2","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","250","France","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1130000","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","250","France","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","367111.55","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","250","France","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","221227.81","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","250","France","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","50.44","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","250","France","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","6.02","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","266","Gabon","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","3990.14","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","266","Gabon","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","71412.86","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","266","Gabon","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","58.27","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","266","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","113.15","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","266","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","11.41","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","270","Gambie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1618.52","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","270","Gambie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","23985.5","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","270","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","35.41","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","270","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","3.57","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","268","Géorgie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","23700","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","268","Géorgie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","55127.89","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","268","Géorgie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","8607.64","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","268","Géorgie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","58.73","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","268","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","5.92","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","288","Ghana","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","72138.42","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","288","Ghana","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","283828.76","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","288","Ghana","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","25.5","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","288","Ghana","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","25.11","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","288","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","3.55","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","300","Grèce","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","236520","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","300","Grèce","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","43001.18","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","300","Grèce","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","29176.36","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","300","Grèce","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","80.76","T","Chiffre non officiel"
