Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","404","Kenya","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","4.38","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","404","Kenya","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","0.44","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","417","Kirghizistan","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","9679","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","417","Kirghizistan","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","28381.75","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","417","Kirghizistan","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1.12","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","417","Kirghizistan","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","16.53","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","417","Kirghizistan","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","1.67","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","296","Kiribati","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","980.6","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","296","Kiribati","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1799.61","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","296","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","77.8","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","296","Kiribati","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","7.84","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","414","Koweït","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","62553.18","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","414","Koweït","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","134749.62","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","414","Koweït","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","4844.65","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","414","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","150.63","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","414","Koweït","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","15.19","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","426","Lesotho","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1902.46","E","Valeur estimée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","426","Lesotho","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","2059.28","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","426","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","6.18","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","426","Lesotho","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","0.62","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","428","Lettonie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","35140","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","428","Lettonie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","39816.24","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","428","Lettonie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","12974.73","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","428","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","79.09","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","428","Lettonie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","7.97","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","422","Liban","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","126009.72","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","422","Liban","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1586.59","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","422","Liban","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1907.55","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","422","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","64.07","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","422","Liban","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","6.56","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","430","Libéria","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","15308.3","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","430","Libéria","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","37111.48","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","430","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","34.64","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","430","Libéria","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","3.49","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","434","Libye","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","129747.86","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","434","Libye","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","94978.36","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","434","Libye","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","113.8","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","434","Libye","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","11.65","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","440","Lituanie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","97060","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","440","Lituanie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","41465.93","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","440","Lituanie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","46157.17","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","440","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","102.38","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","440","Lituanie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","10.32","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","442","Luxembourg","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","0","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","442","Luxembourg","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","8269.13","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","442","Luxembourg","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","302.66","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","442","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","42.54","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","442","Luxembourg","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","4.29","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","807","Macédoine du Nord","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1494","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","807","Macédoine du Nord","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","37223.17","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","807","Macédoine du Nord","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","557.77","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","807","Macédoine du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","61.22","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","807","Macédoine du Nord","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","6.17","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","450","Madagascar","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","51439.79","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","450","Madagascar","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","24.69","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","450","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","6.21","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","450","Madagascar","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","0.63","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","458","Malaisie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1532028","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","458","Malaisie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","69771.86","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","458","Malaisie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","11675.57","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","458","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","160.95","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","458","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","16.23","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","454","Malawi","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","109186.37","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","454","Malawi","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","300.43","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","454","Malawi","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","43.4","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","454","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","19.12","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","454","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","1.93","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","462","Maldives","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","10242.87","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","462","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","35.35","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","462","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","3.56","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","466","Mali","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","57843.91","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","466","Mali","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","176.36","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","466","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","7.74","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","466","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","0.78","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","470","Malte","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","4150","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","470","Malte","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","5398.35","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","470","Malte","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","0.06","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","470","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","60.17","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","470","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","7.18","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","504","Maroc","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","821524.89","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","504","Maroc","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1201.8","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","504","Maroc","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","41.43","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","504","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","74.5","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","504","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","7.51","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","480","Maurice","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","47500","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","480","Maurice","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","140.9","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","480","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","120.74","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","480","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","12.17","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","478","Mauritanie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","4623.87","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","478","Mauritanie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","34379.17","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","478","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","13.66","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","478","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","1.93","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","484","Mexique","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","3578694.12","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","484","Mexique","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","881419.27","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","484","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","130.79","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","484","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","9.57","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","583","Micronésie (États fédérés de)","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","160.94","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","583","Micronésie (États fédérés de)","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","4065.79","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","583","Micronésie (États fédérés de)","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","115.18","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","583","Micronésie (États fédérés de)","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","11.61","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","496","Mongolie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","539","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","496","Mongolie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","14492.55","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","496","Mongolie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","0.14","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","496","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","9.32","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","496","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","0.94","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","499","Monténégro","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","3939.56","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","499","Monténégro","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","7159.72","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","499","Monténégro","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","30.67","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","499","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","50.5","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","499","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","5.09","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","508","Mozambique","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","115027.05","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","508","Mozambique","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","25018.05","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","508","Mozambique","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","6.2","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","508","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","12.14","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","508","Mozambique","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","1.22","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","104","Myanmar","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1500000","E","Valeur estimée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","104","Myanmar","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","87.69","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","104","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","87.97","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","104","Myanmar","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","8.87","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","516","Namibie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","11120.82","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","516","Namibie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","28595.72","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","516","Namibie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","14668.25","A","Chiffre officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","516","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","Kcal/personne/jour","28.34","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","516","Namibie","674","Disponibilité de protéines en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","2.86","T","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","520","Nauru","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","4.03","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","520","Nauru","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","515.02","T","Chiffre non officiel"
