Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","833","Île de Man","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","83.828","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","833","Île de Man","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","84.046","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Îles Caïmanes","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","54.074","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Îles Caïmanes","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","67.311","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","184","Îles Cook","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","17.212","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","184","Îles Cook","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","17.029","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","238","Îles Falkland (Malvinas)","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","3.187","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","238","Îles Falkland (Malvinas)","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","3.747","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","234","Îles Féroé","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","48.41","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","234","Îles Féroé","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","52.415","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","580","Îles Mariannes du Nord","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","54.087","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","580","Îles Mariannes du Nord","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","49.587","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","584","Îles Marshall","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","53.416","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","584","Îles Marshall","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","43.413","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","090","Îles Salomon","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","540.394","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","090","Îles Salomon","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","691.191","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","796","Îles Turques-et-Caïques","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","29.726","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","796","Îles Turques-et-Caïques","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","44.276","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","850","Îles Vierges américaines","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","106.142","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","850","Îles Vierges américaines","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","100.442","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","092","Îles Vierges britanniques","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","27.556","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","092","Îles Vierges britanniques","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","30.91","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","876","Îles Wallis-et-Futuna","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","13.142","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","876","Îles Wallis-et-Futuna","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","11.655","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","1240613.62","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","1396387.127","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","360","Indonésie","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","244016.173","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","360","Indonésie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","271857.97","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","364","Iran (République islamique d')","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","75373.855","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","364","Iran (République islamique d')","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","87290.193","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","368","Iraq","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","31264.875","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","368","Iraq","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","42556.984","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","4524.585","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","4946.119","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","318.333","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","366.669","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","7328.445","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","8757.489","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","59822.45","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","59500.579","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","2733.896","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2820.436","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","128105.431","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","125244.761","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","6931.258","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","10928.721","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","16627.837","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","18979.243","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","41517.895","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","51985.78","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","5483.774","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","6424.874","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","107.995","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","126.463","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","2943.356","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","4360.444","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","426","Lesotho","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","2022.747","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","426","Lesotho","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2254.1","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","428","Lettonie","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","2101.53","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","428","Lettonie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","1897.052","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","422","Liban","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","4995.8","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","422","Liban","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","5662.923","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","430","Libéria","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","4019.956","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","430","Libéria","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","5087.584","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","434","Libye","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","6491.988","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","434","Libye","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","6653.942","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","438","Liechtenstein","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","35.926","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","438","Liechtenstein","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","38.756","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","440","Lituanie","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","3139.019","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","440","Lituanie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2820.267","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","442","Luxembourg","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","507.07","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","442","Luxembourg","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","630.399","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","807","Macédoine du Nord","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","2093.828","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","807","Macédoine du Nord","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2111.072","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","450","Madagascar","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","21731.053","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","450","Madagascar","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","28225.177","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","458","Malaisie","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","28717.731","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","458","Malaisie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","33199.993","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","454","Malawi","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","14718.422","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","454","Malawi","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","19377.061","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","462","Maldives","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","361.575","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","462","Maldives","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","514.438","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","466","Mali","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","15529.181","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","466","Mali","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","21224.04","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","470","Malte","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","418.755","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","470","Malte","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","515.358","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","504","Maroc","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","32464.865","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","504","Maroc","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","36688.772","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","474","Martinique","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","392.181","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","474","Martinique","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","370.391","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","480","Maurice","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","1283.33","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","480","Maurice","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","1297.828","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","478","Mauritanie","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","3419.461","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","478","Mauritanie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","4498.604","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","175","Mayotte","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","211.786","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","175","Mayotte","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","305.587","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","484","Mexique","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","112532.401","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","484","Mexique","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","125998.302","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","583","Micronésie (États fédérés de)","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","107.588","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","583","Micronésie (États fédérés de)","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","112.106","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","492","Monaco","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","33.178","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","492","Monaco","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","36.922","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","496","Mongolie","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","2702.52","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","496","Mongolie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","3294.335","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","499","Monténégro","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","631.044","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","499","Monténégro","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","629.048","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","500","Montserrat","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","4.938","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","500","Montserrat","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","4.5","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","508","Mozambique","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","23073.723","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","508","Mozambique","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","31178.239","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","104","Myanmar","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","49390.988","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","104","Myanmar","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","53423.198","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","516","Namibie","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","2099.271","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","516","Namibie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2489.098","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","520","Nauru","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","10.241","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","520","Nauru","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","12.315","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","524","Népal","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","27161.567","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","524","Népal","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","29348.627","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","558","Nicaragua","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","5855.734","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","558","Nicaragua","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","6755.895","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","562","Niger","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","16647.543","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","562","Niger","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","24333.639","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","566","Nigéria","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","160952.853","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","566","Nigéria","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","208327.405","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","570","Nioué","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","1.812","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","570","Nioué","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","1.942","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","578","Norvège","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","4889.741","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","578","Norvège","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","5379.839","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","540","Nouvelle-Calédonie","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","261.426","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","540","Nouvelle-Calédonie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","286.403","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","554","Nouvelle-Zélande","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","4346.338","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","554","Nouvelle-Zélande","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","5061.133","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","512","Oman","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","2881.914","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","512","Oman","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","4543.399","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","800","Ouganda","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","32341.728","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","800","Ouganda","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","44404.611","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","860","Ouzbékistan","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","28614.227","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","860","Ouzbékistan","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","33526.656","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","586","Pakistan","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","194454.498","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","586","Pakistan","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","227196.741","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","585","Palaos","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","18.54","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","585","Palaos","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","17.972","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","275","Palestine","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","3992.278","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","275","Palestine","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","5019.401","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","591","Panama","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","3623.617","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","591","Panama","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","4294.396","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","598","Papouasie-Nouvelle-Guinée","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","7583.269","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","598","Papouasie-Nouvelle-Guinée","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","9749.64","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","600","Paraguay","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","5768.613","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","600","Paraguay","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","6618.695","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","528","Pays-Bas","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","16617.117","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","528","Pays-Bas","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","17434.557","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","604","Pérou","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","29229.572","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","604","Pérou","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","33304.756","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","608","Philippines","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","94636.7","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","608","Philippines","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","112190.977","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","616","Pologne","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","38597.353","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","616","Pologne","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","38428.366","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","258","Polynésie française","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","283.788","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","258","Polynésie française","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","301.92","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","630","Porto Rico","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","3717.922","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","630","Porto Rico","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","3271.564","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","620","Portugal","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","10588.401","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","620","Portugal","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","10298.192","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","634","Qatar","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","1713.504","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","634","Qatar","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2760.385","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","760","République arabe syrienne","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","22337.563","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","760","République arabe syrienne","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","20772.595","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","140","République centrafricaine","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","4660.067","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","140","République centrafricaine","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","5343.02","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","410","République de Corée","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","48813.042","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","410","République de Corée","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","51844.69","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","498","République de Moldova","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","3678.186","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","498","République de Moldova","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","3084.847","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","180","République démocratique du Congo","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","66391.257","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","180","République démocratique du Congo","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","92853.164","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","418","République démocratique populaire lao","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","6323.418","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","418","République démocratique populaire lao","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","7319.399","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","214","République dominicaine","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","9775.755","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","214","République dominicaine","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","10999.664","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","408","République populaire démocratique de Corée","511","Population totale","3010","Population-Estimations","2010","2010","1000 personnes","24686.435","X","Ciffre de sources internationales",""
